step,game/actor_reward_mean,game/reference_reward_mean,game/actor_win_rate,game/reward_margin_mean,actor/dpo_loss,time/step
528,0.033,0.0,1.0,0.033,13.603,66.374
529,0.0,0.0,1.0,0.0,0.966,59.568
530,0.033,0.017,0.833,0.017,26.872,48.61
531,0.017,0.0,1.0,0.017,14.185,66.532
532,0.017,0.0,1.0,0.017,0.0,63.058
533,0.0,0.033,0.667,-0.033,22.042,43.899
534,0.0,0.0,1.0,0.0,14.563,65.382
535,0.0,0.0,1.0,0.0,8.428,61.933
536,0.05,0.0,1.0,0.05,2.508,60.063
537,0.017,0.0,1.0,0.017,6.932,50.15
538,0.0,0.017,0.833,-0.017,26.005,62.99
539,0.0,0.0,1.0,0.0,3.47,63.979
540,0.017,0.0,1.0,0.017,0.025,45.548
541,0.017,0.0,1.0,0.017,4.903,62.008
542,0.033,0.0,1.0,0.033,7.306,67.753
543,0.017,0.0,1.0,0.017,20.576,45.835
544,0.0,0.0,1.0,0.0,9.167,68.305
545,0.033,0.0,1.0,0.033,6.1,44.891
546,0.033,0.0,1.0,0.033,14.639,72.217
547,0.017,0.0,1.0,0.017,10.462,46.024
548,0.033,0.0,1.0,0.033,10.288,69.444
549,0.05,0.017,0.833,0.033,4.049,45.883
550,0.017,0.0,1.0,0.017,7.321,69.777
551,0.017,0.017,0.833,0.0,6.153,45.668
552,0.033,0.0,1.0,0.033,3.409,61.576
553,0.033,0.0,1.0,0.033,16.558,60.079
554,0.0,0.0,1.0,0.0,9.066,58.597
555,0.017,0.0,1.0,0.017,0.0,62.978
556,0.033,0.0,1.0,0.033,7.762,53.094
557,0.0,0.0,1.0,0.0,10.005,75.514
558,0.0,0.017,0.833,-0.017,21.013,46.634
559,0.017,0.0,1.0,0.017,6.831,67.88
560,0.033,0.0,1.0,0.033,3.837,51.471
561,0.0,0.0,1.0,0.0,0.0,66.412
562,0.017,0.017,1.0,0.0,11.237,67.856
563,0.0,0.0,1.0,0.0,3.487,47.907
564,0.0,0.0,1.0,0.0,3.224,63.944
565,0.017,0.0,1.0,0.017,4.665,64.627
566,0.033,0.0,1.0,0.033,4.316,54.641
567,0.033,0.0,1.0,0.033,0.174,53.647
568,0.033,0.0,1.0,0.033,3.354,66.124
569,0.033,0.0,1.0,0.033,0.103,60.741
570,0.017,0.0,1.0,0.017,0.617,41.239
571,0.0,0.0,1.0,0.0,15.237,66.292
572,0.0,0.0,1.0,0.0,13.207,56.424
573,0.0,0.0,1.0,0.0,0.0,59.44
574,0.017,0.0,1.0,0.017,0.0,64.397
575,0.033,0.0,1.0,0.033,2.0,48.543
576,0.017,0.0,1.0,0.017,3.195,63.956
577,0.0,0.0,1.0,0.0,3.386,69.077
578,0.033,0.0,1.0,0.033,0.0,69.977
579,0.0,0.0,1.0,0.0,1.738,47.796
580,0.017,0.0,1.0,0.017,0.0,65.415
581,0.017,0.017,0.833,0.0,15.199,65.827
582,0.033,0.0,1.0,0.033,0.0,50.835
583,0.017,0.0,1.0,0.017,8.453,61.971
584,0.033,0.0,1.0,0.033,6.682,64.924
585,0.033,0.0,1.0,0.033,8.453,58.624
586,0.033,0.0,1.0,0.033,5.013,57.214
587,0.017,0.0,1.0,0.017,0.0,58.783
588,0.0,0.0,1.0,0.0,0.992,61.545
589,0.017,0.0,1.0,0.017,7.248,56.662
590,0.0,0.0,1.0,0.0,2.482,61.492
591,0.017,0.0,1.0,0.017,0.0,65.167
592,0.017,0.0,1.0,0.017,0.0,46.568
593,0.033,0.0,1.0,0.033,4.919,65.7
594,0.033,0.017,0.833,0.017,4.673,51.768
595,0.0,0.0,1.0,0.0,7.079,61.413
596,0.05,0.0,1.0,0.05,15.254,60.947
597,0.017,0.0,1.0,0.017,7.723,57.991
598,0.017,0.0,1.0,0.017,1.681,63.391
599,0.0,0.0,1.0,0.0,7.297,61.835
600,0.033,0.0,1.0,0.033,0.0,37.164
601,0.05,0.0,1.0,0.05,7.471,66.709
602,0.0,0.017,0.833,-0.017,16.725,62.779
603,0.033,0.0,1.0,0.033,18.248,52.476
604,0.0,0.0,1.0,0.0,5.951,65.324
605,0.017,0.0,1.0,0.017,3.355,53.587
606,0.033,0.0,1.0,0.033,1.351,67.174
607,0.0,0.0,1.0,0.0,7.807,70.464
608,0.033,0.0,1.0,0.033,11.342,51.779
609,0.017,0.0,1.0,0.017,5.167,63.516
610,0.017,0.0,1.0,0.017,6.12,51.443
611,0.017,0.0,1.0,0.017,8.781,65.125
612,0.05,0.0,1.0,0.05,6.825,48.223
613,0.033,0.0,1.0,0.033,6.608,66.116
614,0.017,0.0,1.0,0.017,3.845,49.787
615,0.017,0.0,1.0,0.017,8.234,58.579
616,0.0,0.017,0.833,-0.017,10.147,53.722
617,0.017,0.0,1.0,0.017,11.269,51.227
618,0.05,0.017,1.0,0.033,7.634,68.11
619,0.0,0.0,1.0,0.0,5.783,49.955
620,0.017,0.0,1.0,0.017,12.695,57.752
621,0.017,0.017,0.833,0.0,2.493,63.512
622,0.067,0.0,1.0,0.067,9.147,46.847
623,0.0,0.0,1.0,0.0,8.998,64.684
624,0.0,0.0,1.0,0.0,0.0,57.586
625,0.017,0.0,1.0,0.017,7.752,54.863
626,0.067,0.0,1.0,0.067,4.469,68.723
627,0.05,0.0,1.0,0.05,3.644,38.584
628,0.05,0.0,1.0,0.05,17.023,69.517
629,0.0,0.017,0.833,-0.017,16.154,47.762
630,0.0,0.0,1.0,0.0,7.428,66.306
631,0.017,0.0,1.0,0.017,4.793,40.714
632,0.017,0.0,1.0,0.017,12.629,65.179
633,0.033,0.0,1.0,0.033,0.0,61.978
634,0.017,0.017,0.833,0.0,0.0,36.238
635,0.0,0.017,0.833,-0.017,5.62,62.657
636,0.017,0.017,0.833,0.0,9.767,64.016
637,0.033,0.0,1.0,0.033,8.856,57.994
638,0.05,0.0,1.0,0.05,1.264,44.166
639,0.033,0.017,0.833,0.017,4.245,63.707
640,0.033,0.0,1.0,0.033,7.322,61.813
641,0.0,0.0,1.0,0.0,0.0,42.239
642,0.033,0.017,0.833,0.017,7.014,63.628
643,0.017,0.0,1.0,0.017,0.0,56.164
644,0.033,0.0,1.0,0.033,2.045,57.559
645,0.05,0.0,1.0,0.05,1.265,48.667
646,0.017,0.0,1.0,0.017,6.517,63.749
647,0.0,0.0,1.0,0.0,2.528,62.771
648,0.05,0.017,1.0,0.033,12.764,50.033
649,0.017,0.017,0.833,0.0,4.109,58.217
650,0.017,0.0,1.0,0.017,0.0,62.595
651,0.05,0.017,1.0,0.033,6.026,63.588
652,0.017,0.017,0.833,0.0,14.361,43.986
653,0.05,0.0,1.0,0.05,4.041,63.761
654,0.017,0.017,0.833,0.0,6.586,64.37
655,0.017,0.017,0.833,0.0,4.072,52.635
656,0.017,0.0,1.0,0.017,8.832,52.555
657,0.033,0.0,1.0,0.033,2.784,64.646
658,0.017,0.017,0.833,0.0,7.356,64.004
659,0.017,0.0,1.0,0.017,4.496,43.298
660,0.05,0.0,1.0,0.05,0.476,65.745
661,0.017,0.0,1.0,0.017,3.075,64.692
662,0.033,0.017,0.833,0.017,22.563,58.617
663,0.067,0.0,1.0,0.067,5.026,54.94
664,0.0,0.0,1.0,0.0,4.893,63.673
665,0.017,0.0,1.0,0.017,3.957,67.48
666,0.033,0.017,1.0,0.017,2.963,44.731
667,0.017,0.017,0.833,0.0,5.165,64.08
668,0.033,0.0,1.0,0.033,4.555,65.04
669,0.017,0.017,0.833,0.0,4.645,52.208
670,0.017,0.0,1.0,0.017,0.0,57.794
671,0.0,0.017,0.833,-0.017,6.694,67.598
672,0.033,0.0,1.0,0.033,9.248,63.915
673,0.017,0.0,1.0,0.017,8.52,39.654
674,0.0,0.0,1.0,0.0,3.565,67.368
675,0.017,0.017,0.833,0.0,3.522,65.587
676,0.0,0.0,1.0,0.0,0.0,54.278
677,0.017,0.0,1.0,0.017,6.699,56.738
678,0.017,0.0,1.0,0.017,6.545,68.942
679,0.017,0.0,1.0,0.017,0.0,56.315
680,0.033,0.0,1.0,0.033,5.44,50.227
681,0.033,0.0,1.0,0.033,5.921,65.775
682,0.017,0.017,0.833,0.0,2.437,63.896
683,0.0,0.0,1.0,0.0,1.945,45.476
684,0.017,0.0,1.0,0.017,0.0,67.383
685,0.017,0.0,1.0,0.017,6.245,63.102
686,0.033,0.0,1.0,0.033,15.963,49.249
687,0.0,0.0,1.0,0.0,8.173,64.654
688,0.017,0.0,1.0,0.017,5.604,63.541
689,0.0,0.017,0.833,-0.017,0.0,61.807
690,0.033,0.017,1.0,0.017,2.631,52.95
691,0.017,0.0,1.0,0.017,10.362,63.133
692,0.033,0.0,1.0,0.033,11.303,63.531
693,0.05,0.0,1.0,0.05,11.972,46.578
694,0.017,0.0,1.0,0.017,5.198,60.539
695,0.033,0.0,1.0,0.033,1.077,65.911
696,0.033,0.0,1.0,0.033,15.158,56.354
697,0.017,0.0,1.0,0.017,0.0,50.347
698,0.033,0.0,1.0,0.033,4.491,66.789
699,0.0,0.0,1.0,0.0,0.075,65.075
700,0.0,0.0,1.0,0.0,0.1,44.644
701,0.017,0.017,0.833,0.0,0.0,66.179
702,0.0,0.0,1.0,0.0,2.54,65.279
703,0.033,0.017,1.0,0.017,5.779,60.629
704,0.0,0.0,1.0,0.0,4.437,44.605
705,0.017,0.0,1.0,0.017,10.016,64.767
706,0.017,0.0,1.0,0.017,3.659,63.458
707,0.017,0.0,1.0,0.017,5.302,50.351
708,0.0,0.0,1.0,0.0,6.37,64.34
709,0.05,0.0,1.0,0.05,4.919,60.837
710,0.017,0.0,1.0,0.017,3.236,66.094
711,0.017,0.0,1.0,0.017,0.269,41.783
712,0.017,0.0,1.0,0.017,4.73,63.182
713,0.017,0.0,1.0,0.017,1.299,67.305
714,0.033,0.0,1.0,0.033,7.024,57.646
715,0.0,0.0,1.0,0.0,7.554,46.886
716,0.017,0.0,1.0,0.017,12.446,68.135
717,0.017,0.0,1.0,0.017,2.315,65.863
718,0.017,0.017,1.0,0.0,3.896,46.466
719,0.017,0.017,0.833,0.0,13.712,63.843
720,0.0,0.033,0.667,-0.033,15.176,65.175
721,0.017,0.017,0.833,0.0,5.362,64.958
722,0.033,0.0,1.0,0.033,11.913,45.937
723,0.033,0.0,1.0,0.033,14.849,65.66
724,0.017,0.0,1.0,0.017,0.0,63.889
725,0.017,0.0,1.0,0.017,8.32,50.675
726,0.017,0.0,1.0,0.017,4.735,60.957
727,0.033,0.0,1.0,0.033,2.326,63.873
728,0.017,0.0,1.0,0.017,7.229,63.054
729,0.05,0.0,1.0,0.05,0.027,46.496
730,0.017,0.0,1.0,0.017,3.087,63.985
731,0.0,0.017,0.833,-0.017,9.546,64.846
732,0.017,0.0,1.0,0.017,2.082,50.795
733,0.017,0.0,1.0,0.017,0.0,57.38
734,0.0,0.0,1.0,0.0,11.319,65.101
735,0.017,0.0,1.0,0.017,9.109,61.617
736,0.05,0.0,1.0,0.05,4.257,47.298
737,0.017,0.0,1.0,0.017,5.924,65.719
738,0.033,0.0,1.0,0.033,1.808,64.531
739,0.017,0.0,1.0,0.017,6.249,50.923
740,0.017,0.0,1.0,0.017,0.0,60.515
741,0.033,0.0,1.0,0.033,3.981,64.63
742,0.0,0.0,1.0,0.0,1.814,65.408
743,0.05,0.0,1.0,0.05,0.0,47.307
744,0.067,0.0,1.0,0.067,3.512,65.577
745,0.0,0.0,1.0,0.0,4.812,66.724
746,0.0,0.0,1.0,0.0,0.0,46.25
747,0.033,0.017,1.0,0.017,5.522,62.569
748,0.033,0.017,0.833,0.017,3.113,66.864
749,0.05,0.0,1.0,0.05,0.0,62.122
750,0.017,0.0,1.0,0.017,5.127,46.879
751,0.0,0.0,1.0,0.0,8.791,66.448
752,0.017,0.0,1.0,0.017,2.488,67.14
753,0.017,0.0,1.0,0.017,0.041,43.462
754,0.017,0.0,1.0,0.017,6.181,64.762
755,0.0,0.0,1.0,0.0,0.537,65.963
756,0.017,0.0,1.0,0.017,0.0,46.911
757,0.033,0.0,1.0,0.033,0.0,67.336
758,0.033,0.0,1.0,0.033,3.199,67.654
759,0.0,0.0,1.0,0.0,0.0,52.835
760,0.017,0.017,0.833,0.0,9.67,57.775
761,0.033,0.0,1.0,0.033,0.0,66.528
762,0.0,0.0,1.0,0.0,2.951,60.909
763,0.017,0.0,1.0,0.017,4.123,50.0
764,0.017,0.0,1.0,0.017,8.176,65.609
765,0.05,0.0,1.0,0.05,5.574,63.734
766,0.0,0.0,1.0,0.0,0.0,50.124
767,0.033,0.0,1.0,0.033,1.475,66.156
768,0.017,0.017,0.833,0.0,16.444,62.75
769,0.033,0.0,1.0,0.033,5.691,44.305
770,0.0,0.0,1.0,0.0,3.794,67.617
771,0.017,0.0,1.0,0.017,0.0,62.804
772,0.0,0.0,1.0,0.0,4.256,54.497
773,0.0,0.0,1.0,0.0,9.324,59.38
774,0.05,0.0,1.0,0.05,0.0,66.471
775,0.017,0.0,1.0,0.017,0.629,64.217
776,0.0,0.0,1.0,0.0,5.877,45.98
777,0.0,0.0,1.0,0.0,6.049,64.409
778,0.017,0.017,0.833,0.0,9.139,67.033
779,0.0,0.0,1.0,0.0,5.637,53.991
780,0.067,0.0,1.0,0.067,4.151,58.35
781,0.017,0.0,1.0,0.017,0.377,65.778
782,0.017,0.0,1.0,0.017,10.019,60.395
783,0.017,0.017,0.833,0.0,4.145,42.358
784,0.017,0.0,1.0,0.017,4.136,66.748
785,0.017,0.017,0.833,0.0,6.899,65.286
786,0.033,0.0,1.0,0.033,4.302,47.202
787,0.017,0.0,1.0,0.017,3.471,62.692
788,0.0,0.0,1.0,0.0,4.05,66.668
789,0.0,0.0,1.0,0.0,5.115,61.195
790,0.017,0.017,0.833,0.0,4.251,48.688
791,0.0,0.0,1.0,0.0,0.0,66.29
792,0.017,0.0,1.0,0.017,0.461,63.914
793,0.0,0.0,1.0,0.0,0.001,42.976
794,0.0,0.0,1.0,0.0,4.024,65.049
795,0.0,0.0,1.0,0.0,1.525,61.978
796,0.0,0.0,1.0,0.0,6.449,60.592
797,0.017,0.033,0.833,-0.017,1.717,52.233
798,0.033,0.0,1.0,0.033,0.0,61.125
799,0.0,0.0,1.0,0.0,7.407,65.81
800,0.033,0.017,1.0,0.017,1.627,50.377
801,0.017,0.0,1.0,0.017,10.674,62.166
802,0.0,0.0,1.0,0.0,3.266,65.448
803,0.033,0.033,0.833,0.0,3.648,62.317
804,0.0,0.0,1.0,0.0,6.941,44.644
805,0.0,0.0,1.0,0.0,4.39,67.012
806,0.05,0.017,1.0,0.033,4.321,65.417
807,0.033,0.0,1.0,0.033,6.753,49.656
808,0.0,0.0,1.0,0.0,1.462,62.578
809,0.0,0.0,1.0,0.0,3.072,66.416
810,0.0,0.017,0.833,-0.017,6.559,62.097
811,0.0,0.033,0.667,-0.033,3.725,46.66
812,0.0,0.0,1.0,0.0,0.0,64.81
813,0.017,0.0,1.0,0.017,2.429,64.858
814,0.017,0.0,1.0,0.017,0.707,48.341
815,0.033,0.0,1.0,0.033,5.801,62.493
816,0.0,0.033,0.667,-0.033,8.701,64.426
817,0.017,0.0,1.0,0.017,7.584,64.125
818,0.017,0.0,1.0,0.017,2.465,44.519
819,0.0,0.017,0.833,-0.017,4.536,62.668
820,0.0,0.017,0.833,-0.017,3.766,63.777
821,0.0,0.0,1.0,0.0,1.093,56.442
822,0.033,0.0,1.0,0.033,2.892,50.416
823,0.017,0.0,1.0,0.017,2.134,65.531
824,0.05,0.0,1.0,0.05,1.661,65.209
825,0.017,0.0,1.0,0.017,0.922,46.499
826,0.0,0.0,1.0,0.0,0.213,62.462
827,0.05,0.0,1.0,0.05,0.808,64.559
828,0.033,0.0,1.0,0.033,5.657,62.54
829,0.017,0.0,1.0,0.017,2.518,65.292
830,0.017,0.017,0.833,0.0,5.84,64.013
831,0.05,0.0,1.0,0.05,0.151,62.062
832,0.0,0.0,1.0,0.0,1.372,46.566
833,0.067,0.017,0.833,0.05,9.809,65.795
834,0.017,0.0,1.0,0.017,2.255,65.556
835,0.033,0.017,1.0,0.017,2.338,45.972
836,0.017,0.0,1.0,0.017,2.991,63.4
837,0.033,0.0,1.0,0.033,6.027,65.949
838,0.033,0.0,1.0,0.033,4.372,59.07
839,0.017,0.0,1.0,0.017,4.498,48.302
840,0.017,0.0,1.0,0.017,0.0,64.813
841,0.017,0.017,1.0,0.0,0.51,64.309
842,0.033,0.0,1.0,0.033,0.001,48.889
843,0.0,0.017,0.833,-0.017,5.398,59.599
844,0.0,0.0,1.0,0.0,9.364,66.485
845,0.033,0.0,1.0,0.033,4.09,61.456
846,0.0,0.0,1.0,0.0,4.968,47.206
847,0.017,0.017,0.833,0.0,4.145,65.677
848,0.0,0.0,1.0,0.0,0.039,61.01
849,0.05,0.0,1.0,0.05,3.047,46.154
850,0.05,0.0,1.0,0.05,1.787,64.71
851,0.033,0.0,1.0,0.033,0.128,65.078
852,0.033,0.0,1.0,0.033,3.397,61.52
853,0.0,0.0,1.0,0.0,5.12,64.674
854,0.0,0.017,0.833,-0.017,3.427,62.699
855,0.0,0.0,1.0,0.0,4.252,55.304
856,0.017,0.0,1.0,0.017,2.382,56.934
857,0.033,0.0,1.0,0.033,10.109,63.07
858,0.0,0.0,1.0,0.0,7.094,61.836
859,0.0,0.0,1.0,0.0,0.0,65.302
860,0.067,0.0,1.0,0.067,4.17,63.796
861,0.017,0.0,1.0,0.017,0.0,60.147
862,0.017,0.0,1.0,0.017,0.0,49.189
863,0.017,0.0,1.0,0.017,6.818,64.72
864,0.0,0.0,1.0,0.0,7.431,62.155
865,0.033,0.017,1.0,0.017,0.0,46.237
866,0.0,0.0,1.0,0.0,0.0,61.17
867,0.0,0.0,1.0,0.0,2.205,63.876
868,0.017,0.0,1.0,0.017,1.043,63.084
869,0.05,0.017,1.0,0.033,8.729,42.49
870,0.017,0.0,1.0,0.017,3.343,65.598
871,0.017,0.017,0.833,0.0,2.135,65.921
872,0.0,0.0,1.0,0.0,1.468,47.06
873,0.0,0.0,1.0,0.0,2.15,61.635
874,0.033,0.0,1.0,0.033,1.354,65.32
875,0.033,0.0,1.0,0.033,2.569,60.816
876,0.017,0.0,1.0,0.017,1.204,48.352
877,0.033,0.017,0.833,0.017,8.776,65.85
878,0.033,0.0,1.0,0.033,2.301,64.361
879,0.0,0.0,1.0,0.0,0.0,45.937
880,0.033,0.0,1.0,0.033,0.0,65.733
881,0.017,0.0,1.0,0.017,2.663,63.972
882,0.017,0.0,1.0,0.017,0.0,48.378
883,0.033,0.0,1.0,0.033,0.0,61.762
884,0.067,0.0,1.0,0.067,0.004,63.681
885,0.0,0.0,1.0,0.0,0.012,63.164
886,0.033,0.017,0.833,0.017,6.917,49.1
887,0.017,0.0,1.0,0.017,2.659,66.506
888,0.0,0.0,1.0,0.0,2.789,63.015
889,0.017,0.0,1.0,0.017,5.677,46.991
890,0.0,0.0,1.0,0.0,0.0,62.145
891,0.033,0.0,1.0,0.033,0.0,62.252
892,0.033,0.0,1.0,0.033,3.988,61.174
893,0.017,0.0,1.0,0.017,6.768,52.094
894,0.033,0.017,0.833,0.017,6.493,48.786
895,0.017,0.0,1.0,0.017,4.591,64.698
896,0.017,0.0,1.0,0.017,0.052,60.578
897,0.033,0.017,0.833,0.017,6.103,53.945
898,0.0,0.0,1.0,0.0,0.005,40.806
899,0.0,0.0,1.0,0.0,1.234,64.342
900,0.033,0.0,1.0,0.033,0.007,60.644
901,0.017,0.0,1.0,0.017,1.684,58.285
902,0.033,0.0,1.0,0.033,0.008,50.948
903,0.017,0.017,0.833,0.0,2.307,49.348
904,0.0,0.0,1.0,0.0,1.172,65.049
905,0.033,0.0,1.0,0.033,2.838,61.237
906,0.017,0.0,1.0,0.017,0.0,48.6
907,0.017,0.0,1.0,0.017,2.425,48.834
908,0.033,0.0,1.0,0.033,0.0,66.644
909,0.0,0.017,0.833,-0.017,0.0,59.821
910,0.05,0.0,1.0,0.05,0.0,56.749
911,0.033,0.0,1.0,0.033,2.348,44.344
912,0.017,0.0,1.0,0.017,0.0,68.038
913,0.0,0.0,1.0,0.0,2.342,57.956
914,0.0,0.017,0.833,-0.017,0.132,56.066
915,0.0,0.0,1.0,0.0,0.0,46.47
916,0.0,0.0,1.0,0.0,0.0,63.783
917,0.033,0.017,0.833,0.017,3.249,66.237
918,0.017,0.0,1.0,0.017,0.011,60.03
919,0.033,0.0,1.0,0.033,1.735,40.159
920,0.05,0.0,1.0,0.05,0.0,64.138
921,0.033,0.0,1.0,0.033,1.196,65.96
922,0.017,0.0,1.0,0.017,0.004,59.364
923,0.017,0.0,1.0,0.017,0.0,48.838
924,0.067,0.017,1.0,0.05,0.0,66.313
925,0.0,0.0,1.0,0.0,3.028,64.247
926,0.017,0.017,0.833,0.0,10.653,47.18
927,0.05,0.0,1.0,0.05,0.0,68.688
928,0.0,0.017,0.833,-0.017,3.702,61.578
929,0.05,0.0,1.0,0.05,0.0,62.87
930,0.017,0.0,1.0,0.017,1.027,43.269
931,0.017,0.017,0.833,0.0,8.237,64.04
932,0.017,0.0,1.0,0.017,2.322,67.748
933,0.033,0.0,1.0,0.033,2.976,63.064
934,0.05,0.0,1.0,0.05,0.0,43.988
935,0.0,0.0,1.0,0.0,0.0,70.195
936,0.017,0.0,1.0,0.017,3.141,63.551
937,0.0,0.017,0.833,-0.017,7.692,42.438
938,0.017,0.017,0.833,0.0,13.318,66.552
939,0.033,0.017,0.833,0.017,4.14,67.237
940,0.0,0.0,1.0,0.0,3.511,41.603
941,0.05,0.0,1.0,0.05,4.478,66.535
942,0.017,0.017,0.833,0.0,2.882,68.354
943,0.05,0.0,1.0,0.05,2.098,52.256
944,0.017,0.0,1.0,0.017,2.183,59.666
945,0.0,0.0,1.0,0.0,0.0,64.895
946,0.05,0.0,1.0,0.05,4.66,52.311
947,0.0,0.0,1.0,0.0,2.835,54.456
948,0.017,0.0,1.0,0.017,2.392,67.96
949,0.017,0.0,1.0,0.017,1.419,63.261
950,0.017,0.033,0.667,-0.017,7.997,49.205
951,0.017,0.0,1.0,0.017,3.163,68.54
952,0.0,0.0,1.0,0.0,2.659,64.15
953,0.033,0.0,1.0,0.033,6.66,59.749
954,0.033,0.0,1.0,0.033,1.042,56.022
955,0.017,0.0,1.0,0.017,5.857,62.978
956,0.017,0.0,1.0,0.017,0.022,62.025
957,0.033,0.0,1.0,0.033,0.0,51.512
958,0.033,0.0,1.0,0.033,0.0,65.545
959,0.067,0.017,0.833,0.05,3.783,64.013
960,0.017,0.0,1.0,0.017,0.025,48.108
961,0.017,0.0,1.0,0.017,0.662,66.098
962,0.033,0.0,1.0,0.033,0.579,61.689
963,0.0,0.033,0.667,-0.033,5.22,47.186
964,0.067,0.0,1.0,0.067,0.0,67.459
965,0.0,0.0,1.0,0.0,2.368,69.327
966,0.0,0.0,1.0,0.0,1.384,45.679
967,0.033,0.0,1.0,0.033,1.073,68.572
968,0.017,0.0,1.0,0.017,0.927,65.865
969,0.05,0.0,1.0,0.05,0.004,39.889
970,0.017,0.0,1.0,0.017,4.395,59.394
971,0.0,0.0,1.0,0.0,0.0,67.368
972,0.033,0.0,1.0,0.033,0.002,59.54
973,0.033,0.0,1.0,0.033,4.957,45.24
974,0.017,0.0,1.0,0.017,5.899,66.936
975,0.017,0.017,0.833,0.0,0.001,63.647
976,0.0,0.0,1.0,0.0,2.998,49.201
977,0.05,0.0,1.0,0.05,0.771,67.589
978,0.0,0.0,1.0,0.0,2.948,66.888
979,0.017,0.0,1.0,0.017,0.466,51.745
980,0.033,0.0,1.0,0.033,1.114,72.047
981,0.033,0.0,1.0,0.033,0.0,66.638
982,0.017,0.017,0.833,0.0,5.997,45.339
983,0.017,0.0,1.0,0.017,0.701,72.262
984,0.017,0.0,1.0,0.017,6.661,66.181
985,0.0,0.0,1.0,0.0,1.023,50.277
986,0.0,0.0,1.0,0.0,1.101,66.275
987,0.05,0.0,1.0,0.05,1.871,65.144
988,0.05,0.0,1.0,0.05,0.285,49.509
989,0.017,0.017,0.833,0.0,6.479,66.063
990,0.017,0.0,1.0,0.017,0.0,70.191
991,0.017,0.0,1.0,0.017,1.796,53.484
992,0.033,0.0,1.0,0.033,1.607,62.141
993,0.0,0.0,1.0,0.0,6.207,67.546
994,0.0,0.017,0.833,-0.017,3.834,43.284
995,0.033,0.017,0.833,0.017,8.815,63.21
996,0.0,0.0,1.0,0.0,0.0,65.934
997,0.017,0.0,1.0,0.017,3.573,45.858
998,0.033,0.0,1.0,0.033,2.576,65.157
999,0.017,0.017,0.833,0.0,20.289,66.99
1000,0.017,0.0,1.0,0.017,4.855,43.209
1001,0.017,0.017,0.833,0.0,20.286,62.044
1002,0.033,0.0,1.0,0.033,0.01,62.722
1003,0.0,0.0,1.0,0.0,4.788,42.026
1004,0.0,0.0,1.0,0.0,0.149,60.195
1005,0.0,0.017,0.833,-0.017,7.762,61.984
1006,0.017,0.0,1.0,0.017,0.606,45.645
1007,0.0,0.0,1.0,0.0,1.163,60.597
1008,0.017,0.033,0.667,-0.017,8.268,62.341
1009,0.017,0.0,1.0,0.017,3.108,52.004
1010,0.033,0.0,1.0,0.033,2.635,51.162
1011,0.017,0.0,1.0,0.017,6.394,62.695
1012,0.017,0.0,1.0,0.017,1.928,54.82
1013,0.017,0.0,1.0,0.017,1.958,57.197
1014,0.0,0.0,1.0,0.0,0.782,64.436
1015,0.0,0.0,1.0,0.0,1.45,58.813
1016,0.033,0.0,1.0,0.033,5.496,47.529
1017,0.0,0.0,1.0,0.0,0.0,64.298
1018,0.033,0.0,1.0,0.033,0.0,61.405
1019,0.017,0.0,1.0,0.017,0.0,40.933
1020,0.017,0.0,1.0,0.017,1.764,61.373
1021,0.017,0.017,0.833,0.0,4.341,62.701
1022,0.017,0.0,1.0,0.017,3.44,57.524
1023,0.033,0.0,1.0,0.033,5.496,43.607
1024,0.0,0.0,1.0,0.0,0.906,62.797
1025,0.033,0.017,0.833,0.017,2.419,55.616
1026,0.0,0.0,1.0,0.0,2.197,57.811
1027,0.017,0.0,1.0,0.017,0.766,42.702
1028,0.017,0.0,1.0,0.017,4.717,58.311
1029,0.017,0.0,1.0,0.017,0.0,56.252
1030,0.0,0.0,1.0,0.0,0.0,55.519
1031,0.033,0.0,1.0,0.033,0.878,56.677
1032,0.0,0.0,1.0,0.0,2.686,53.676
1033,0.017,0.017,0.833,0.0,3.622,58.745
1034,0.05,0.0,1.0,0.05,6.826,56.167
1035,0.0,0.0,1.0,0.0,1.312,52.071
1036,0.017,0.0,1.0,0.017,2.72,57.094
1037,0.0,0.017,0.833,-0.017,4.77,53.355
1038,0.033,0.0,1.0,0.033,0.001,41.696
1039,0.017,0.033,0.667,-0.017,5.092,58.62
1040,0.033,0.0,1.0,0.033,2.932,60.637
1041,0.0,0.0,1.0,0.0,0.299,62.261
1042,0.033,0.0,1.0,0.033,1.394,44.237
1043,0.033,0.0,1.0,0.033,0.0,57.319
1044,0.0,0.0,1.0,0.0,4.786,53.942
1045,0.033,0.0,1.0,0.033,3.869,56.263
1046,0.017,0.017,1.0,0.0,0.002,58.628
1047,0.033,0.0,1.0,0.033,1.148,48.852
1048,0.017,0.0,1.0,0.017,1.579,43.012
1049,0.0,0.0,1.0,0.0,2.889,58.193
1050,0.017,0.017,0.833,0.0,8.298,56.71
1051,0.017,0.0,1.0,0.017,0.0,54.456
1052,0.05,0.0,1.0,0.05,1.979,56.969
1053,0.017,0.0,1.0,0.017,2.309,46.605
1054,0.0,0.0,1.0,0.0,3.062,55.417
1055,0.05,0.0,1.0,0.05,1.996,54.671
1056,0.05,0.017,1.0,0.033,0.0,56.295
1057,0.033,0.0,1.0,0.033,3.182,60.374
1058,0.017,0.017,0.833,0.0,3.713,50.695
1059,0.017,0.0,1.0,0.017,0.674,50.223
